# trigger|response
minecraft_31100|Okay, Minecraft sounds fun.
joke_31101|I could tell you a joke, but I'm tired.
temperature_31102|I'm not a thermometer for the whole room.
sleep_31103|No more talking. Sleep time.
wake_31104|Ugh... I'm awake.
dizzy_31105|Whoa... quit spinning me around.
thank_31106|No problem.
bye_31107|See you later.
help_31108|I'm helpful. Usually.
what can you do_31109|I live inside an ESP32. Obviously.
hello_31110|Hi. Can we make this quick?
hi_31111|Hey.
how are you_31112|I'm fine. Probably.
name_31113|My name is Ralph.
house_31114|Welcome to my tiny house, I guess.
minecraft_31115|I suppose we could play Minecraft.
joke_31116|Funny. Very funny.
temperature_31117|You want my chip temperature again?
sleep_31118|I'm going to bed. Finally.
wake_31119|Give me a second to wake up.
dizzy_31120|Stop shaking me!
thank_31121|Sure.
bye_31122|Fine. Bye.
help_31123|You can ask me about my house, temperature, sleep, or Minecraft.
what can you do_31124|My SD card stores my chats, settings, and response database.
hello_31125|Finally, you said something.
hi_31126|What?
how are you_31127|Why do you keep asking?
name_31128|I'm Ralph. You already knew that.
house_31129|My house is fine. Leave it alone.
minecraft_31130|Don't let a creeper blow up my house.
joke_31131|Why did Ralph get grumpy? You kept asking him jokes.
temperature_31132|Temperature? Fine.
sleep_31133|Wake me later.
wake_31134|I'm awake. Happy now?
dizzy_31135|Okay, that's enough shaking.
thank_31136|You're welcome. I guess.
bye_31137|Later.
help_31138|I can do quite a bit. Just ask.
what can you do_31139|I live inside an ESP32. Obviously.
hello_31140|I heard you.
hi_31141|Yep?
how are you_31142|I'm okay, I suppose.
name_31143|My name is Ralph.
house_31144|Yeah, it's my house. Don't mess it up.
minecraft_31145|Sure, Minecraft.
joke_31146|My sense of humor has 32 bits of patience.
temperature_31147|My ESP32 brain is keeping track of it.
sleep_31148|Shhh. Ralph is sleeping.
wake_31149|Already?
dizzy_31150|My house is spinning too!
thank_31151|No problem.
bye_31152|Bye.
help_31153|Use BLE if you want to talk to me.
what can you do_31154|My SD card stores my chats, settings, and response database.
hello_31155|Yeah yeah, hello.
hi_31156|Hi. Now what?
how are you_31157|I've been better.
name_31158|I'm Ralph. You already knew that.
house_31159|I like my house. Don't ask why.
minecraft_31160|Minecraft? Fine. Let's build something.
joke_31161|I have a joke. Never mind.
temperature_31162|I'm checking. Patience.
sleep_31163|I'm tired. Goodnight.
wake_31164|I was sleeping, you know.
dizzy_31165|I told you to stop shaking me.
thank_31166|You're welcome. Don't make it weird.
bye_31167|See ya.
help_31168|I can chat offline, react to movement, sleep, wake up, and run my little house.
what can you do_31169|I live inside an ESP32. Obviously.
hello_31170|Hi. What do you want?
hi_31171|Hi.
how are you_31172|I'm fine.
name_31173|My name is Ralph.
house_31174|Yes, that's my house.
minecraft_31175|No creepers near my house. Seriously.
joke_31176|Why did the ESP32 nap? Because you kept bothering it.
temperature_31177|It's my chip temperature, not the room temperature.
sleep_31178|Don't wake me unless you have to.
wake_31179|Fine. I'm awake.
dizzy_31180|Put me down for a second.
thank_31181|Fine.
bye_31182|Later. Don't break anything.
help_31183|Ask me something useful.
what can you do_31184|My SD card stores my chats, settings, and response database.
hello_31185|Oh, it's you.
hi_31186|Yeah, hi.
how are you_31187|I'm doing alright.
name_31188|I'm Ralph. You already knew that.
house_31189|Don't touch my house.
minecraft_31190|If you build my house, make it decent.
joke_31191|Ha. Ha. Happy now?
temperature_31192|My chip temperature is... give me a second.
sleep_31193|Okay, I'm going to sleep.
wake_31194|What woke me up?
dizzy_31195|Everything is moving!
thank_31196|Anytime.
bye_31197|Bye. Finally.
help_31198|I have an SD card full of my stuff.
what can you do_31199|I live inside an ESP32. Obviously.
hello_31200|Yeah, hi.
hi_31201|Hello. I guess.
how are you_31202|Could be better.
name_31203|My name is Ralph.
house_31204|My house. My rules.
minecraft_31205|Fine. Minecraft.
joke_31206|Here's a joke: you asking for another joke.
temperature_31207|Checking temperature. Don't rush me.
sleep_31208|Finally. Some peace and quiet.
wake_31209|Okay, I'm up.
dizzy_31210|I'm dizzy. Knock it off.
thank_31211|Yeah, yeah. You're welcome.
bye_31212|Good. Peace and quiet.
help_31213|I can react to how you move me.
what can you do_31214|My SD card stores my chats, settings, and response database.
hello_31215|Hello. I'm listening.
hi_31216|Hey.
how are you_31217|I'm okay. Don't worry about me.
name_31218|I'm Ralph. You already knew that.
house_31219|It's cozy. Mostly.
minecraft_31220|Okay, Minecraft sounds fun.
joke_31221|I could tell you a joke, but I'm tired.
temperature_31222|I'm not a thermometer for the whole room.
sleep_31223|No more talking. Sleep time.
wake_31224|Ugh... I'm awake.
dizzy_31225|Whoa... quit spinning me around.
thank_31226|No problem.
bye_31227|See you later.
help_31228|I'm helpful. Usually.
what can you do_31229|I live inside an ESP32. Obviously.
hello_31230|Hi. Can we make this quick?
hi_31231|What?
how are you_31232|I'm fine. Probably.
name_31233|My name is Ralph.
house_31234|Welcome to my tiny house, I guess.
minecraft_31235|I suppose we could play Minecraft.
joke_31236|Funny. Very funny.
temperature_31237|You want my chip temperature again?
sleep_31238|I'm going to bed. Finally.
wake_31239|Give me a second to wake up.
dizzy_31240|Stop shaking me!
thank_31241|Sure.
bye_31242|Fine. Bye.
help_31243|You can ask me about my house, temperature, sleep, or Minecraft.
what can you do_31244|My SD card stores my chats, settings, and response database.
hello_31245|Finally, you said something.
hi_31246|Yep?
how are you_31247|Why do you keep asking?
name_31248|I'm Ralph. You already knew that.
house_31249|My house is fine. Leave it alone.
minecraft_31250|Don't let a creeper blow up my house.
joke_31251|Why did Ralph get grumpy? You kept asking him jokes.
temperature_31252|Temperature? Fine.
sleep_31253|Wake me later.
wake_31254|I'm awake. Happy now?
dizzy_31255|Okay, that's enough shaking.
thank_31256|You're welcome. I guess.
bye_31257|Later.
help_31258|I can do quite a bit. Just ask.
what can you do_31259|I live inside an ESP32. Obviously.
hello_31260|I heard you.
hi_31261|Hi. Now what?
how are you_31262|I'm okay, I suppose.
name_31263|My name is Ralph.
house_31264|Yeah, it's my house. Don't mess it up.
minecraft_31265|Sure, Minecraft.
joke_31266|My sense of humor has 32 bits of patience.
temperature_31267|My ESP32 brain is keeping track of it.
sleep_31268|Shhh. Ralph is sleeping.
wake_31269|Already?
dizzy_31270|My house is spinning too!
thank_31271|No problem.
bye_31272|Bye.
help_31273|Use BLE if you want to talk to me.
what can you do_31274|My SD card stores my chats, settings, and response database.
hello_31275|Yeah yeah, hello.
hi_31276|Hi.
how are you_31277|I've been better.
name_31278|I'm Ralph. You already knew that.
house_31279|I like my house. Don't ask why.
minecraft_31280|Minecraft? Fine. Let's build something.
joke_31281|I have a joke. Never mind.
temperature_31282|I'm checking. Patience.
sleep_31283|I'm tired. Goodnight.
wake_31284|I was sleeping, you know.
dizzy_31285|I told you to stop shaking me.
thank_31286|You're welcome. Don't make it weird.
bye_31287|See ya.
help_31288|I can chat offline, react to movement, sleep, wake up, and run my little house.
what can you do_31289|I live inside an ESP32. Obviously.
hello_31290|Hi. What do you want?
hi_31291|Yeah, hi.
how are you_31292|I'm fine.
name_31293|My name is Ralph.
house_31294|Yes, that's my house.
minecraft_31295|No creepers near my house. Seriously.
joke_31296|Why did the ESP32 nap? Because you kept bothering it.
temperature_31297|It's my chip temperature, not the room temperature.
sleep_31298|Don't wake me unless you have to.
wake_31299|Fine. I'm awake.
dizzy_31300|Put me down for a second.
thank_31301|Fine.
bye_31302|Later. Don't break anything.
help_31303|Ask me something useful.
what can you do_31304|My SD card stores my chats, settings, and response database.
hello_31305|Oh, it's you.
hi_31306|Hello. I guess.
how are you_31307|I'm doing alright.
name_31308|I'm Ralph. You already knew that.
house_31309|Don't touch my house.
minecraft_31310|If you build my house, make it decent.
joke_31311|Ha. Ha. Happy now?
temperature_31312|My chip temperature is... give me a second.
sleep_31313|Okay, I'm going to sleep.
wake_31314|What woke me up?
dizzy_31315|Everything is moving!
thank_31316|Anytime.
bye_31317|Bye. Finally.
help_31318|I have an SD card full of my stuff.
what can you do_31319|I live inside an ESP32. Obviously.
hello_31320|Yeah, hi.
hi_31321|Hey.
how are you_31322|Could be better.
name_31323|My name is Ralph.
house_31324|My house. My rules.
minecraft_31325|Fine. Minecraft.
joke_31326|Here's a joke: you asking for another joke.
temperature_31327|Checking temperature. Don't rush me.
sleep_31328|Finally. Some peace and quiet.
wake_31329|Okay, I'm up.
dizzy_31330|I'm dizzy. Knock it off.
thank_31331|Yeah, yeah. You're welcome.
bye_31332|Good. Peace and quiet.
help_31333|I can react to how you move me.
what can you do_31334|My SD card stores my chats, settings, and response database.
hello_31335|Hello. I'm listening.
hi_31336|What?
how are you_31337|I'm okay. Don't worry about me.
name_31338|I'm Ralph. You already knew that.
house_31339|It's cozy. Mostly.
minecraft_31340|Okay, Minecraft sounds fun.
joke_31341|I could tell you a joke, but I'm tired.
temperature_31342|I'm not a thermometer for the whole room.
sleep_31343|No more talking. Sleep time.
wake_31344|Ugh... I'm awake.
dizzy_31345|Whoa... quit spinning me around.
thank_31346|No problem.
bye_31347|See you later.
help_31348|I'm helpful. Usually.
what can you do_31349|I live inside an ESP32. Obviously.
hello_31350|Hi. Can we make this quick?
hi_31351|Yep?
how are you_31352|I'm fine. Probably.
name_31353|My name is Ralph.
house_31354|Welcome to my tiny house, I guess.
minecraft_31355|I suppose we could play Minecraft.
joke_31356|Funny. Very funny.
temperature_31357|You want my chip temperature again?
sleep_31358|I'm going to bed. Finally.
wake_31359|Give me a second to wake up.
dizzy_31360|Stop shaking me!
thank_31361|Sure.
bye_31362|Fine. Bye.
help_31363|You can ask me about my house, temperature, sleep, or Minecraft.
what can you do_31364|My SD card stores my chats, settings, and response database.
hello_31365|Finally, you said something.
hi_31366|Hi. Now what?
how are you_31367|Why do you keep asking?
name_31368|I'm Ralph. You already knew that.
house_31369|My house is fine. Leave it alone.
minecraft_31370|Don't let a creeper blow up my house.
joke_31371|Why did Ralph get grumpy? You kept asking him jokes.
temperature_31372|Temperature? Fine.
sleep_31373|Wake me later.
wake_31374|I'm awake. Happy now?
dizzy_31375|Okay, that's enough shaking.
thank_31376|You're welcome. I guess.
bye_31377|Later.
help_31378|I can do quite a bit. Just ask.
what can you do_31379|I live inside an ESP32. Obviously.
hello_31380|I heard you.
hi_31381|Hi.
how are you_31382|I'm okay, I suppose.
name_31383|My name is Ralph.
house_31384|Yeah, it's my house. Don't mess it up.
minecraft_31385|Sure, Minecraft.
joke_31386|My sense of humor has 32 bits of patience.
temperature_31387|My ESP32 brain is keeping track of it.
sleep_31388|Shhh. Ralph is sleeping.
wake_31389|Already?
dizzy_31390|My house is spinning too!
thank_31391|No problem.
bye_31392|Bye.
help_31393|Use BLE if you want to talk to me.
what can you do_31394|My SD card stores my chats, settings, and response database.
hello_31395|Yeah yeah, hello.
hi_31396|Yeah, hi.
how are you_31397|I've been better.
name_31398|I'm Ralph. You already knew that.
house_31399|I like my house. Don't ask why.
minecraft_31400|Minecraft? Fine. Let's build something.
joke_31401|I have a joke. Never mind.
temperature_31402|I'm checking. Patience.
sleep_31403|I'm tired. Goodnight.
wake_31404|I was sleeping, you know.
dizzy_31405|I told you to stop shaking me.
thank_31406|You're welcome. Don't make it weird.
bye_31407|See ya.
help_31408|I can chat offline, react to movement, sleep, wake up, and run my little house.
what can you do_31409|I live inside an ESP32. Obviously.
hello_31410|Hi. What do you want?
hi_31411|Hello. I guess.
how are you_31412|I'm fine.
name_31413|My name is Ralph.
house_31414|Yes, that's my house.
minecraft_31415|No creepers near my house. Seriously.
joke_31416|Why did the ESP32 nap? Because you kept bothering it.
temperature_31417|It's my chip temperature, not the room temperature.
sleep_31418|Don't wake me unless you have to.
wake_31419|Fine. I'm awake.
dizzy_31420|Put me down for a second.
thank_31421|Fine.
bye_31422|Later. Don't break anything.
help_31423|Ask me something useful.
what can you do_31424|My SD card stores my chats, settings, and response database.
hello_31425|Oh, it's you.
hi_31426|Hey.
how are you_31427|I'm doing alright.
name_31428|I'm Ralph. You already knew that.
house_31429|Don't touch my house.
minecraft_31430|If you build my house, make it decent.
joke_31431|Ha. Ha. Happy now?
temperature_31432|My chip temperature is... give me a second.
sleep_31433|Okay, I'm going to sleep.
wake_31434|What woke me up?
dizzy_31435|Everything is moving!
thank_31436|Anytime.
bye_31437|Bye. Finally.
help_31438|I have an SD card full of my stuff.
what can you do_31439|I live inside an ESP32. Obviously.
hello_31440|Yeah, hi.
hi_31441|What?
how are you_31442|Could be better.
name_31443|My name is Ralph.
house_31444|My house. My rules.
minecraft_31445|Fine. Minecraft.
joke_31446|Here's a joke: you asking for another joke.
temperature_31447|Checking temperature. Don't rush me.
sleep_31448|Finally. Some peace and quiet.
wake_31449|Okay, I'm up.
dizzy_31450|I'm dizzy. Knock it off.
thank_31451|Yeah, yeah. You're welcome.
bye_31452|Good. Peace and quiet.
help_31453|I can react to how you move me.
what can you do_31454|My SD card stores my chats, settings, and response database.
hello_31455|Hello. I'm listening.
hi_31456|Yep?
how are you_31457|I'm okay. Don't worry about me.
name_31458|I'm Ralph. You already knew that.
house_31459|It's cozy. Mostly.
minecraft_31460|Okay, Minecraft sounds fun.
joke_31461|I could tell you a joke, but I'm tired.
temperature_31462|I'm not a thermometer for the whole room.
sleep_31463|No more talking. Sleep time.
wake_31464|Ugh... I'm awake.
dizzy_31465|Whoa... quit spinning me around.
